"accountID","transactionAmountUSD","transactionAmount","transactionCurrencyCode","transactionDate","transactionTime","localHour","transactionIPaddress","ipState","ipPostcode","ipCountryCode","isProxyIP","browserLanguage","paymentInstrumentType","cardType","paymentBillingPostalCode","paymentBillingState","paymentBillingCountryCode","cvvVerifyResult","digitalItemCount","physicalItemCount","label"
"A985157045110278",272.47,272.47,"USD",20130703,163044,-99,201.247,"san salvador","1702","sv","false","en-US","CREDITCARD","MC","91747","CA","US","M",0,2,"false"
"A985156993628740",109.99,109.99,"USD",20130419,222432,15,76.25,"colorado","80501","us","false","en-US","CREDITCARD","VISA","80503","CO","US","M",1,0,"false"
"A914800780901156",116.04,116.04,"USD",20130821,185651,12,71.13,"wisconsin","53711","us","false","en-US","CREDITCARD","VISA","54602-0966","WI","US","M",1,0,"false"
"A844427138434509",5.31,5.31,"USD",20130527,113736,6,107.202,"ohio","44141","us","false","en-US","CREDITCARD","VISA","44221","OH","US","M",1,0,"false"
"A985156710796193",4.99,4.99,"USD",20130521,205934,12,68.7,"california","92123","us","false","en-US","CREDITCARD","VISA","92019","CA","US","M",1,0,"false"
"A914800935405833",544.36,544.36,"USD",20130710,170655,12,24.146,"new york","11226","us","false","en-US","CREDITCARD","MC","11204","NY","US","M",0,1,"false"
"A1055520882015300",125.99,125.99,"USD",20130515,24700,21,68.57,"virginia","20164","us","false","en-US","CREDITCARD","VISA","20164","VA","US","M",1,0,"false"
"A985157042415562",543.99,543.99,"USD",20130630,213554,14,68.104,"arizona","85013","us","false","en-US","CREDITCARD","VISA","85338","AZ","US","M",0,1,"false"
"A985156128703038",543.32,543.32,"USD",20130623,191145,13,96.18,"oklahoma","74601","us","false","en-US","CREDITCARD","VISA","74604","OK","US","M",0,1,"false"
"A1055520825138000",557.677241,559.99,"CAD",20130612,1702,16,70.68,"british columbia","v2y 0h2","ca","false","en-CA","CREDITCARD","VISA","V3E 2X6","BC","CA","M",0,1,"false"
"A1759221657335100",43.43,43.43,"USD",20130501,105250,2,74.61,"washington","98161","us","false","en-US","CREDITCARD","VISA","98038","WA","US","M",0,1,"false"
"A914800775077818",79.99,79.99,"USD",20130616,1217,19,99.17,"georgia","30084","us","false","en-US","CREDITCARD","VISA","30349","GA","US","M",1,0,"false"
"A985157018217277",192.800787,599.99,"PLN",20130531,161148,17,78.8,"wielkopolskie","60-010","pl","false","pl-PL","CREDITCARD","VISA","02-654","NA","PL","M",1,0,"false"
"A844428137924130",149.79,149.79,"USD",20130817,171633,12,128.122,"new york","10003","us","false","en-US","CREDITCARD","VISA","7302","NJ","US","M",1,0,"false"
"A985156744159554",152.41,152.41,"USD",20130517,230944,18,72.229,"new york","10020","us","false","en-US","CREDITCARD","VISA","10025","NY","US","M",1,0,"false"
"A1829581369602060",103.48965,99,"AUD",20130407,114910,21,123.5,"new south wales","2250","au","false","en-AU","CREDITCARD","VISA","4214","Queensland","AU","M",1,0,"false"
"A914801090629418",86.89,86.89,"USD",20130801,175007,12,208.13,"massachusetts","2090","us","false","en-US","CREDITCARD","MC","11704","NY","US","M",1,0,"false"
"A1055521457263450",148.74,148.74,"USD",20130722,24015,20,71.143,"illinois","60126","us","false","en-US","CREDITCARD","MC","60067","IL","US","M",1,0,"false"
"A1055521437762320",1319.4962,979,"EUR",20130721,14526,1,86.41,"westmeath","0","ie","false","en-IE","PAYPAL","U","NA","NA","IE","N",0,1,"false"
"A844427498220672",84.79,84.79,"USD",20130828,203043,15,128.163,"kentucky","40506","us","false","en-US","CREDITCARD","VISA","40019","KY","US","M",1,0,"false"
"A914801119989881",148.39,148.39,"USD",20130901,194354,14,97.84,"michigan","49401","us","false","en-US","CREDITCARD","VISA","48838","MI","US","M",1,0,"false"
"A985157036607028",184.317573,169.95,"CHF",20130624,93454,10,84.75,"zuerich","8043","ch","false","de-CH","CREDITCARD","MC","8309","NA","CH","M",1,0,"false"
"A1899947029458520",0,0,"CAD",20130619,85557,-99,207.46,"none","0","sg","true","fr-CA","CREDITCARD","VISA","L5N 8L9","ON","CA","N",1,0,"false"
"A914800514608843",166.53315,199,"NZD",20130403,22538,14,131.203,"otago","9197","nz","false","en-NZ","CREDITCARD","VISA","9348","NA","NZ","M",1,0,"false"
"A985157038692991",148.39,148.39,"USD",20130626,165652,11,24.192,"michigan","48084","us","false","en-US","CREDITCARD","VISA","48035","MI","US","M",1,0,"false"
"A844428102865689",202.17,150,"EUR",20130713,105537,11,178.19,"wien","1000","at","false","de-AT","CREDITCARD","MC","5730","NA","AT","M",1,0,"false"
"A985156322389564",64.19,64.19,"USD",20130906,164510,11,68.196,"new jersey","7510","us","false","en-US","CREDITCARD","VISA","7501","NJ","US","M",0,1,"false"
"A365385234734404",44.74,44.74,"USD",20130810,53400,23,76.18,"tennessee","37027","us","false","en-US","CREDITCARD","VISA","38425","TN","US","M",0,4,"false"
"A844427605789334",0,0,"USD",20130405,32458,-99,69.124,"new jersey","7054","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A985156345359749",241.066144,1199,"ARS",20130507,4909,21,181.28,"ciudad de buenos aires","1000","ar","false","es-AR","CREDITCARD","MC","1012","Distrito Federal","AR","M",1,0,"false"
"A1055521039083180",116.44672,3499,"RUB",20130505,75913,10,91.76,"moskva","100000","ru","false","ru-RU","CREDITCARD","VISA","105425","NA","RU","M",2,0,"false"
"A844428091565139",149.79,149.79,"USD",20130702,13611,21,70.45,"none","918","pr","false","en-US","CREDITCARD","AMEX","926","NA","PR","M",1,0,"false"
"A1055521445222640",2831.638702,1797.98,"GBP",20130710,152913,17,109.99,"bucuresti","70000","ro","false","en-GB","CREDITCARD","VISA","CV1 3ET","NA","GB","M",0,4,"false"
"A914800576413594",84.79,84.79,"USD",20130730,230335,18,71.205,"michigan","49503","us","false","en-US","CREDITCARD","AMEX","48439","MI","US","M",1,0,"false"
"A365591095888791",19.99,19.99,"USD",20130510,110,19,76.104,"virginia","23860","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A1899946889329070",63.59,63.59,"USD",20130917,15504,20,68.81,"pennsylvania","19090","us","false","en-US","CREDITCARD","VISA","19038","PA","US","M",0,1,"false"
"A1055520990511160",115.74,115.74,"USD",20130524,133626,7,209.119,"tennessee","37203","us","false","en-US","CREDITCARD","VISA","37215","TN","US","M",0,2,"false"
"A1899946977632390",0.15,0.15,"USD",20130606,220255,-99,131.107,"washington","98052","us","false","en-US","CREDITCARD","VISA","98019","WA","US","N",1,0,"false"
"A844427411588477",106.24,106.24,"USD",20130824,124725,7,24.61,"massachusetts","2139","us","false","en-US","CREDITCARD","VISA","2145","MA","US","M",1,0,"false"
"A914800136874676",222.19,222.19,"USD",20130624,183219,13,108.58,"connecticut","6902","us","false","en-US","CREDITCARD","VISA","6902","CT","US","M",1,0,"false"
"A914800423894312",159.36,159.36,"USD",20130902,164245,11,18.189,"massachusetts","2139","us","true","en-US","CREDITCARD","AMEX","2148","MA","US","M",0,1,"false"
"A985156937519374",106.24,106.24,"USD",20130421,180322,12,98.214,"illinois","62656","us","false","en-US","CREDITCARD","DISCOVER","62656","IL","US","M",1,0,"false"
"A1759220990469280",15.674994,15.74,"CAD",20130918,165033,11,216.15,"new york","14534","us","false","en-CA","CREDITCARD","AMEX","T5J 0B5","AB","CA","M",0,1,"false"
"A311742890714172",110.803892,999.99,"ZAR",20130619,80600,10,41.135,"northern cape","0","za","false","en-ZA","CREDITCARD","VISA","153","NA","ZA","M",1,0,"false"
"A1899946508917800",112.30134,699,"CNY",20130422,192959,14,71.179,"maryland","21201","us","false","zh-CN","CREDITCARD","VISA","100012","BJ","CN","M",1,0,"false"
"A1055521105586960",90.454872,90.83,"CAD",20130621,195344,14,184.162,"quebec","h2y 2j7","ca","false","fr-CA","CREDITCARD","VISA","J3Y6L3","QC","CA","M",1,0,"false"
"A1759220851528370",173.223251,109.99,"GBP",20130921,180408,18,2.31,"greater london","n9","gb","false","en-GB","CREDITCARD","MC","KT2 6JP","NA","GB","M",1,0,"false"
"A914801042022946",139.99,139.99,"USD",20130711,14035,19,65.241,"alabama","35243","us","false","en-US","CREDITCARD","MC","91104","CA","US","M",1,0,"false"
"A1055521256677000",151.54,151.54,"USD",20130915,31954,21,74.194,"arkansas","72802","us","false","en-US","CREDITCARD","VISA","77339","TX","US","M",1,0,"false"
"A985157080117466",89.99,89.99,"USD",20130902,3119,19,65.5,"south carolina","29407","us","false","en-US","CREDITCARD","MC","29456","SC","US","M",1,0,"false"
"A1759221895063190",32.481973,29.95,"CHF",20130709,194841,20,92.106,"zuerich","8043","ch","false","de-CH","CREDITCARD","MC","9100","NA","CH","M",1,0,"false"
"A1688852410041660",113.116544,199.99,"TRY",20130507,112701,13,193.14,"isparta","32000","tr","false","tr-TR","CREDITCARD","MC","32100","NA","TR","M",1,0,"false"
"A985156948537342",85.59,85.59,"USD",20130804,165230,11,71.61,"pennsylvania","15102","us","false","en-US","CREDITCARD","MC","15241","PA","US","M",1,0,"false"
"A1759220999673780",176.653696,168.99,"AUD",20130605,193045,7,27.123,"central","0","fj","false","en-AU","CREDITCARD","VISA","2480","New South Wales","AU","M",2,0,"false"
"A1829582133247960",187.3442,139,"EUR",20130503,162003,17,90.84,"val-de-marne","94110","fr","true","fr-FR","CREDITCARD","AMEX","75020","NA","FR","M",2,0,"false"
"A914800948394131",1.21302,0.9,"EUR",20130506,90825,-99,131.107,"washington","98052","us","true","en-CA","CREDITCARD","VISA","97500","NA","PM","N",1,0,"false"
"A1688852131427560",109.99,109.99,"USD",20130504,20026,21,76.1,"maryland","21716","us","false","en-US","CREDITCARD","MC","21701","MD","US","M",1,0,"false"
"A1899945713950670",79.99,79.99,"USD",20130827,164714,9,128.138,"colorado","80309","us","false","en-US","CREDITCARD","VISA","80241","CO","US","M",1,0,"false"
"A312088374453163",156.421301,157.07,"CAD",20130514,170938,12,174.113,"ontario","m3h 6a7","ca","false","en-CA","CREDITCARD","MC","M5V1B2","ON","CA","M",1,0,"false"
"A1829581159175980",173.223251,109.99,"GBP",20130403,163220,16,86.28,"reading","rg1","gb","false","en-GB","CREDITCARD","VISA","RG7 5DF","NA","GB","M",1,0,"false"
"A844427911389276",677.191251,429.99,"GBP",20130707,180617,18,90.213,"halton","wa8","gb","false","en-GB","CREDITCARD","VISA","ll302tq","NA","GB","M",0,1,"false"
"A914800334589993",120.10945,239,"BRL",20130417,154110,12,189.27,"goias","74003-010","br","false","pt-BR","CREDITCARD","VISA","74775-014","GO","BR","M",1,0,"false"
"A844427766037168",166.53315,199,"NZD",20130529,90012,21,60.234,"auckland","1001","nz","false","en-NZ","CREDITCARD","AMEX","632","NA","NZ","M",1,0,"false"
"A985156100202483",529.99,529.99,"USD",20130724,30856,22,166.137,"ohio","43201","us","true","en-US","PAYPAL","U","NA","NA","US","N",0,1,"false"
"A1055520837670750",426.93,426.93,"USD",20130412,120908,7,67.236,"indiana","46282","us","false","en-US","CREDITCARD","VISA","46571","IN","US","M",0,1,"false"
"A1055521511380330",156.421301,157.07,"CAD",20130919,14138,20,24.15,"ontario","l7r 4s6","ca","false","en-CA","CREDITCARD","VISA","M2N7J5","ON","CA","M",1,0,"false"
"A312155206486538",64.79,64.79,"USD",20130916,205622,14,50.7,"illinois","60604","us","false","en-US","CREDITCARD","AMEX","92130","CA","US","M",0,1,"false"
"A300472896341230",103.48965,99,"AUD",20130625,121628,22,124.17,"queensland","4000","au","false","en-AU","CREDITCARD","AMEX","4172","Queensland","AU","M",1,0,"false"
"A914801059624837",32.481973,29.95,"CHF",20130701,221212,23,84.253,"zuerich","8043","ch","false","fr-CH","CREDITCARD","MC","1211","NA","CH","M",1,0,"false"
"A1055521248303580",86.47,86.47,"USD",20130701,205230,-99,207.118,"new york","10020","us","false","en-US","CREDITCARD","VISA","98261","WA","US","M",1,1,"false"
"A364284948769413",148.39,148.39,"USD",20130629,4922,19,99.148,"michigan","48602","us","false","en-US","CREDITCARD","VISA","48767","MI","US","M",1,0,"false"
"A1899945781461890",94.478251,59.99,"GBP",20130924,191601,19,193.61,"coventry","cv1","gb","false","en-GB","CREDITCARD","VISA","NA","NA","NA","M",1,0,"false"
"A1055521049642360",113.116544,199.99,"TRY",20130922,155407,17,212.252,"istanbul","34010","tr","false","tr-TR","CREDITCARD","MC","34000","NA","TR","M",1,0,"false"
"A1899946977632390",0.15,0.15,"USD",20130923,180525,10,131.107,"washington","98052","us","false","en-US","CREDITCARD","VISA","98019","WA","US","N",1,0,"false"
"A844428012422722",139.99,139.99,"USD",20130425,13649,20,173.93,"south carolina","29577","us","false","en-US","CREDITCARD","VISA","29588","SC","US","M",1,0,"false"
"A1055520657152920",180.668193,999.99,"DKK",20130901,190118,20,188.182,"sjaelland","4700","dk","false","da-DK","CREDITCARD","VISA","4180","NA","DK","M",1,0,"false"
"A844427221434370",1548.595244,1148.98,"EUR",20130612,140038,15,213.164,"wien","1000","at","false","de-AT","CREDITCARD","MC","1040","NA","AT","M",0,3,"false"
"A1055521273599260",139.99,139.99,"USD",20130903,141126,11,189.7,"pernambuco","56503-250","br","false","en-US","CREDITCARD","AMEX","33166","FL","US","M",1,0,"false"
"A914800116775632",173.223251,109.99,"GBP",20130419,181305,18,86.164,"greater london","w5","gb","false","en-GB","CREDITCARD","VISA","so319tb","NA","GB","M",1,0,"false"
"A1759220805680950",547.49,547.49,"USD",20130614,23543,18,24.19,"washington","98166","us","false","en-US","CREDITCARD","VISA","98166","WA","US","M",0,1,"false"
"A844427810342068",155.75715,149,"AUD",20130414,43206,14,110.175,"new south wales","1005","au","false","en-AU","CREDITCARD","MC","2759","New South Wales","AU","M",1,0,"false"
"A914801013219834",84.99,84.99,"USD",20130501,222611,17,76.127,"massachusetts","2132","us","false","en-US","CREDITCARD","MC","2122","MA","US","M",1,0,"false"
"A1055521368237370",146.99,146.99,"USD",20130529,150421,10,72.224,"maine","4347","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A389233052277175",176.66415,169,"AUD",20130604,62722,16,101.171,"new south wales","1005","au","false","en-AU","CREDITCARD","VISA","2130","New South Wales","AU","M",1,0,"false"
"A914800221836453",79.99,79.99,"USD",20130529,224041,17,69.143,"virginia","22214","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A1829581311664500",15.733251,9.99,"GBP",20130703,142550,14,213.122,"sheffield","s1","gb","false","en-GB","CREDITCARD","VISA","LN13 9PH","NA","GB","M",1,1,"false"
"A1688852123149090",562.656591,564.99,"CAD",20130626,114727,6,74.14,"ontario","m3h 6a7","ca","false","en-CA","CREDITCARD","MC","L6B 0J2","ON","CA","M",0,1,"false"
"A914800263231456",109.99,109.99,"USD",20130812,180553,13,174.48,"florida","33314","us","false","en-US","CREDITCARD","DISCOVER","33317","FL","US","M",1,0,"false"
"A1688853635941870",181.953,135,"EUR",20130406,133837,14,77.3,"baden-wuerttemberg","70173","de","false","de-DE","CREDITCARD","VISA","71226","NA","DE","M",1,0,"false"
"A914800810502483",99.99,99.99,"USD",20130414,13357,20,76.104,"virginia","22904","us","false","en-US","CREDITCARD","MC","20110","VA","US","M",1,0,"false"
"A312361365171256",116.59,116.59,"USD",20130911,162009,11,74.99,"pennsylvania","17103","us","false","en-US","CREDITCARD","MC","17112","PA","US","M",1,0,"false"
"A844428160708952",156.421301,157.07,"CAD",20130912,113307,7,69.168,"new brunswick","e7m 0b2","ca","false","en-CA","CREDITCARD","VISA","K0A 1R0","ON","CA","M",1,0,"false"
"A844428119942777",148.39,148.39,"USD",20130903,124501,7,72.28,"south carolina","29803","us","false","en-US","CREDITCARD","AMEX","17055","PA","US","M",1,0,"false"
"A1759222250759390",106.4762,79,"EUR",20130518,141828,15,178.26,"berlin","13178","de","false","de-DE","CREDITCARD","VISA","81929","NA","DE","M",1,0,"false"
"A1055521473591240",84.79,84.79,"USD",20130807,211342,16,216.15,"new york","14534","us","false","en-US","CREDITCARD","VISA","18222","PA","US","M",1,0,"false"
"A844427720597578",187.3442,139,"EUR",20130419,184724,19,83.16,"noord-holland","1000","nl","false","nl-NL","CREDITCARD","MC","1181 RN","NA","NL","M",1,0,"false"
"A844428045565588",132.29,132.29,"USD",20130426,201322,15,184.153,"maine","4473","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A914800158596332",32.64,32.64,"USD",20130810,115138,6,108.6,"new york","10020","us","false","en-US","PAYPAL","U","NA","NA","US","N",0,3,"false"
"A1899946296168970",94.478251,59.99,"GBP",20130916,214528,21,86.12,"leicester","le1","gb","false","en-GB","CREDITCARD","VISA","le2 8uf","NA","GB","M",1,0,"false"
"A1688852539951740",118.002779,1499,"MXN",20130812,234818,17,189.162,"jalisco","44000","mx","false","es-MX","CREDITCARD","MC","44280","Jalisco","MX","M",1,0,"false"
"A844427951580049",619.62,619.62,"USD",20130426,52800,0,152.3,"north carolina","27701","us","false","en-US","CREDITCARD","VISA","27708","NC","US","M",0,2,"false"
"A914801047314249",99.99,99.99,"USD",20130627,3840,19,68.107,"virginia","23669","us","false","en-US","CREDITCARD","VISA","23702","VA","US","M",1,0,"false"
"A985157045281931",106.4762,79,"EUR",20130704,174737,18,79.85,"bouches-du-rhone","13001","fr","false","fr-FR","CREDITCARD","MC","76300","NA","FR","M",1,0,"false"
"A1759221147487820",1229.7,1229.7,"USD",20130418,2327,18,189.203,"distrito federal","1000","mx","true","en-US","PAYPAL","U","NA","NA","MX","N",0,2,"false"
"A1055521436874180",238.96,238.96,"USD",20130701,193016,14,108.14,"new york","10020","us","false","en-US","CREDITCARD","AMEX","11780","NY","US","M",1,0,"false"
"A1055521424512140",148.39,148.39,"USD",20130617,171933,12,174.6,"pennsylvania","18848","us","false","en-US","CREDITCARD","MC","18848","PA","US","M",1,0,"false"
"A985156937170364",155.75715,149,"AUD",20130605,45617,14,110.143,"victoria","3000","au","false","en-AU","CREDITCARD","VISA","3820","Victoria","AU","M",1,0,"false"
"A1829581478157280",677.191251,429.99,"GBP",20130703,184004,18,176.25,"greater london","e1w","gb","false","en-GB","CREDITCARD","VISA","b975nd","NA","GB","M",0,1,"false"
"A1829581047731020",346.462251,219.99,"GBP",20130425,140822,14,188.122,"greater london","se18","gb","false","en-GB","CREDITCARD","MC","GL17 0QQ","NA","GB","M",2,0,"false"
"A914801015123310",83.19,83.19,"USD",20130715,153446,10,99.195,"georgia","30309","us","false","en-US","CREDITCARD","VISA","70584","LA","US","M",1,0,"false"
"A1055521291965100",8.71,8.71,"USD",20130929,42844,20,72.129,"california","90006","us","false","en-US","CREDITCARD","VISA","91335","CA","US","M",0,1,"false"
"A1055521456183280",139.99,139.99,"USD",20130720,232733,15,173.6,"california","90006","us","false","en-US","CREDITCARD","VISA","91709","CA","US","M",1,0,"false"
"A914800567758920",85.71,85.71,"USD",20130903,225020,16,108.75,"kansas","67202","us","false","en-US","CREDITCARD","VISA","67207","KS","US","M",1,0,"false"
"A985156971805330",19.99,19.99,"USD",20130417,122017,20,120.28,"national capital region","700","ph","false","en-US","CREDITCARD","MC","33033","FL","US","M",1,0,"false"
"A844427147388069",544.99,544.99,"USD",20130611,50848,21,66.214,"california","91754","us","false","en-US","CREDITCARD","MC","91754","CA","US","M",0,1,"false"
"A985156955708788",94.183142,849.99,"ZAR",20130516,205220,22,105.226,"western cape","7530","za","false","en-ZA","CREDITCARD","VISA","2780","NA","ZA","M",1,0,"false"
"A1055521437865680",149.79,149.79,"USD",20130702,203050,15,67.165,"pennsylvania","18974","us","false","en-US","CREDITCARD","VISA","8825","NJ","US","M",1,0,"false"
"A914801041844547",3206.79,3206.79,"USD",20130611,195658,-99,201.247,"san salvador","1702","sv","false","en-US","CREDITCARD","MC","70809","LA","US","M",3,3,"false"
"A1759220925965990",119.06,119.06,"USD",20130423,192956,11,75.103,"california","94117","us","false","en-US","CREDITCARD","VISA","77057","TX","US","M",1,0,"false"
"A985156712790930",219.99,219.99,"USD",20130506,130801,8,98.231,"virginia","20143","us","false","en-US","CREDITCARD","AMEX","21076","MD","US","M",1,0,"false"
"A1899945884694390",5.19,5.19,"USD",20130525,173718,17,94.174,"bath and north east somerset","ba1","gb","false","en-US","CREDITCARD","VISA","35016","AL","US","N",1,0,"false"
"A844428080349282",21.2,21.2,"USD",20130619,15534,19,67.165,"illinois","60056","us","false","en-US","CREDITCARD","VISA","60016","IL","US","M",1,0,"false"
"A844427676190901",239.51,239.51,"USD",20130604,195632,14,67.221,"new york","10011","us","false","en-US","CREDITCARD","AMEX","10011","NY","US","M",1,0,"false"
"A914801001741416",219.99,219.99,"USD",20130414,232352,15,71.106,"california","90006","us","false","en-US","CREDITCARD","VISA","90713","CA","US","M",1,0,"false"
"A914800727563655",139.99,139.99,"USD",20130610,223602,17,65.15,"north carolina","27109","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A914800188635084",532.49,532.49,"USD",20130623,20404,21,184.91,"florida","32812","us","false","en-US","CREDITCARD","VISA","34786","FL","US","M",0,1,"false"
"A914800705861327",149.61,149.61,"USD",20130926,21415,20,75.163,"minnesota","55805","us","false","en-US","CREDITCARD","VISA","55744","MN","US","M",1,0,"false"
"A1055521138024280",147.16,147.16,"USD",20130920,214844,14,50.13,"new mexico","87401","us","false","en-US","CREDITCARD","VISA","87413","NM","US","M",1,0,"false"
"A985157076258841",121.1094,10980,"JPY",20130803,150319,0,221.171,"osaka","530","jp","false","ja-JP","CREDITCARD","JCB","569-0802","???","JP","X",0,1,"false"
"A1055521452730000",458.47,458.47,"USD",20130724,135008,8,76.23,"connecticut","6360","us","false","en-US","CREDITCARD","VISA","6360","CT","US","M",0,2,"false"
"A985156288287924",1392.44,1392.44,"USD",20130730,190552,14,96.239,"new york","10020","us","false","en-US","CREDITCARD","VISA","11217","NY","US","M",0,4,"false"
"A1759221822831280",156.421301,157.07,"CAD",20130717,165121,12,208.124,"new brunswick","e7c 1w9","ca","false","en-CA","CREDITCARD","VISA","E7C 0A4","NB","CA","M",1,0,"false"
"A914801021967270",146.99,146.99,"USD",20130901,124304,6,70.194,"illinois","60608","us","true","en-US","CREDITCARD","AMEX","54129","WI","US","M",1,0,"false"
"A1055521159397860",79.99,79.99,"USD",20130420,4009,16,66.214,"california","90833","us","false","en-US","CREDITCARD","VISA","90275","CA","US","M",1,0,"false"
"A1899946661113200",5.19,5.19,"USD",20130524,234832,23,81.107,"trafford","m33","gb","false","en-US","CREDITCARD","VISA","36258","AL","US","M",1,0,"false"
"A1055521405903450",790.5998,502,"GBP",20130522,101800,10,159.253,"greater london","w1w","gb","false","en-GB","CREDITCARD","VISA","B77 4RP","NA","GB","M",1,0,"false"
"A985156115470331",64.56,64.56,"USD",20130408,170740,9,63.192,"california","94104","us","false","en-US","CREDITCARD","VISA","95688","CA","US","M",1,1,"false"
"A1055521107965190",399.50848,2198,"NOK",20130402,190000,20,83.109,"oslo","1006","no","false","nn-NO","CREDITCARD","VISA","3030","NA","NO","M",2,0,"false"
"A914800153468454",677.191251,429.99,"GBP",20130902,171421,17,92.12,"greater london","ec2m","gb","false","en-GB","CREDITCARD","VISA","TS11 7EW","NA","GB","M",0,1,"false"
"A985156590706040",219.99,219.99,"USD",20130606,140120,9,71.226,"south carolina","29464","us","false","en-US","CREDITCARD","VISA","29492","SC","US","M",1,0,"false"
"A1055521433130770",127.05024,699,"NOK",20130901,91813,10,95.34,"hordaland","5031","no","false","nn-NO","CREDITCARD","VISA","5063","NA","NO","M",1,0,"false"
"A914800959377502",119.06,119.06,"USD",20130729,152600,9,70.251,"texas","75081","us","false","en-US","CREDITCARD","AMEX","75081","TX","US","M",1,0,"false"
"A844428041199494",187.3442,139,"EUR",20130419,123056,13,90.55,"gironde","33000","fr","false","fr-FR","CREDITCARD","MC","47190","NA","FR","M",1,0,"false"
"A914800489760763",1270.491111,1275.76,"CAD",20130924,125503,7,192.34,"ontario","m9w 1g4","ca","false","en-CA","CREDITCARD","VISA","M9W1G4","ON","CA","M",0,2,"false"
"A362015583293135",106.4762,79,"EUR",20130816,160231,16,188.165,"dublin","0","ie","false","en-IE","CREDITCARD","MC","NA","NA","IE","M",1,0,"false"
"A914801083405549",1258.3451,799,"GBP",20130725,113009,11,86.173,"greater london","e16","gb","false","en-GB","CREDITCARD","AMEX","IG11 8QU","NA","GB","M",0,1,"false"
"A914801014732541",285.167374,286.35,"CAD",20130503,163557,11,173.238,"ontario","l7r 4s6","ca","false","en-CA","CREDITCARD","AMEX","B2N 6W4","NS","CA","M",1,0,"false"
"A564049477731613",117.69,117.69,"USD",20130820,194354,14,72.77,"pennsylvania","15222","us","false","en-US","CREDITCARD","VISA","15220-5630","PA","US","M",1,0,"false"
"A844428111782679",149.79,149.79,"USD",20130721,232639,18,99.163,"indiana","46282","us","false","en-US","CREDITCARD","VISA","46219","IN","US","M",1,0,"false"
"A985157096175305",152.17,152.17,"USD",20130904,1245,16,67.185,"washington","99207","us","false","en-US","CREDITCARD","VISA","99223","WA","US","M",1,0,"false"
"A1055521370060820",148.39,148.39,"USD",20130501,144451,9,74.103,"pennsylvania","19133","us","false","en-US","CREDITCARD","VISA","18954","PA","US","M",1,0,"false"
"A985157019637276",149.44,149.44,"USD",20130602,190726,14,69.35,"maryland","20874","us","false","en-US","CREDITCARD","MC","43452","OH","US","M",1,0,"false"
"A844428054597636",519.669753,329.97,"GBP",20130513,140800,14,178.99,"greater london","e11","gb","true","en-GB","CREDITCARD","MC","al108ps","NA","GB","M",3,0,"false"
"A1055521349334810",103.48965,99,"AUD",20130519,11831,11,137.219,"queensland","4810","au","false","en-AU","PAYPAL","U","NA","NA","AU","N",1,0,"false"
"A1055521481752700",94.478251,59.99,"GBP",20130816,130955,13,82.69,"greater london","nw10","gb","false","en-GB","CREDITCARD","MC","DN17 1EN","NA","GB","M",1,0,"false"
"A914801145195196",1858.555,168500,"JPY",20130930,63812,15,210.254,"toyama","930-0001","jp","false","ja-JP","CREDITCARD","JCB","570-0028","Osakafu","JP","X",0,7,"false"
"A844427361996434",219.99,219.99,"USD",20130614,143910,9,71.191,"district of columbia","20026","us","false","en-US","CREDITCARD","MC","22032","VA","US","M",1,0,"false"
"A985157098586900",153.64,153.64,"USD",20130901,195402,14,216.145,"tennessee","37604","us","false","en-US","CREDITCARD","VISA","38301","TN","US","M",1,0,"false"
"A402494130976222",233.19,233.19,"USD",20130404,185043,11,69.146,"montana","59860","us","false","en-US","CREDITCARD","VISA","82072","WY","US","M",1,0,"false"
"A914800156908657",113.116544,199.99,"TRY",20130516,180959,19,217.5,"saarland","66001","de","false","tr-TR","CREDITCARD","VISA","41110","NA","TR","M",1,0,"false"
"A844427606508732",531.24,531.24,"USD",20130710,161435,11,198.228,"new york","10020","us","true","en-US","CREDITCARD","AMEX","2038","MA","US","M",0,1,"false"
"A985157110610461",235.39,235.39,"USD",20130910,14914,20,100.4,"rhode island","2903","us","false","en-US","CREDITCARD","VISA","2891","RI","US","M",1,0,"false"
"A914800567813456",1258.55,1258.55,"USD",20130614,184433,11,208.65,"colorado","80113","us","false","en-US","CREDITCARD","MC","28906","NC","US","M",0,3,"false"
"A844427545502521",5.26,5.26,"USD",20130525,204429,14,24.24,"wisconsin","53725","us","false","en-US","CREDITCARD","VISA","53711","WI","US","M",1,0,"false"
"A1055520611622570",626.16465,599,"AUD",20130618,161506,0,203.59,"western australia","6000","au","false","en-AU","CREDITCARD","MC","6021","WA","AU","M",0,1,"false"
"A914800615505305",160.3882,119,"EUR",20130409,141519,15,95.122,"madrid","28001","es","true","eu-ES","CREDITCARD","VISA","28050","Madrid","ES","M",2,0,"false"
"A363046925939835",604.78,604.78,"USD",20130620,205602,12,216.148,"california","92191","us","false","en-US","CREDITCARD","VISA","90266","CA","US","M",0,2,"false"
